Medicare Advantage Monthly Capitation Rates for 2026 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2026 Rate,Parts A&B 3.5% Bonus 2026 Rate,Parts A&B 0% Bonus 2026 Rate,Parts A&B ESRD 2026 Rate
43240,SOUTH DAKOTA,FAULK,"1,726.01","1,700.12","1,639.71","9,300.04"
43250,SOUTH DAKOTA,GRANT,"1,258.55","1,240.57","1,198.62","9,300.04"
43260,SOUTH DAKOTA,GREGORY,"1,300.70","1,281.19","1,235.67","9,300.04"
43270,SOUTH DAKOTA,HAAKON,"1,426.04","1,404.65","1,354.74","9,300.04"
43280,SOUTH DAKOTA,HAMLIN,"1,249.41","1,249.41","1,216.00","9,300.04"
43290,SOUTH DAKOTA,HAND,"1,297.45","1,282.70","1,239.32","9,300.04"
43300,SOUTH DAKOTA,HANSON,"1,242.01","1,224.27","1,182.87","9,300.04"
43310,SOUTH DAKOTA,HARDING,"1,259.29","1,241.30","1,199.32","9,300.04"
43320,SOUTH DAKOTA,HUGHES,"1,255.84","1,238.03","1,196.16","9,300.04"
43330,SOUTH DAKOTA,HUTCHINSON,"1,198.89","1,181.76","1,141.80","9,300.04"
43340,SOUTH DAKOTA,HYDE,"1,330.78","1,313.39","1,268.98","9,300.04"
43350,SOUTH DAKOTA,JACKSON,"1,367.88","1,347.36","1,299.49","9,300.04"
43360,SOUTH DAKOTA,JERAULD,"1,372.18","1,351.60","1,303.57","9,300.04"
43370,SOUTH DAKOTA,JONES,"1,266.49","1,247.96","1,204.71","9,300.04"
43380,SOUTH DAKOTA,KINGSBURY,"1,260.72","1,242.71","1,200.69","9,300.04"
43390,SOUTH DAKOTA,LAKE,"1,233.23","1,214.73","1,171.57","9,300.04"
43400,SOUTH DAKOTA,LAWRENCE,"1,302.90","1,302.90","1,262.12","9,300.04"
43410,SOUTH DAKOTA,LINCOLN,"1,264.78","1,246.71","1,204.55","9,300.04"
43420,SOUTH DAKOTA,LYMAN,"1,221.14","1,203.69","1,162.99","9,300.04"
43430,SOUTH DAKOTA,MCCOOK,"1,245.08","1,245.08","1,214.72","9,300.04"
43440,SOUTH DAKOTA,MCPHERSON,"1,285.02","1,285.02","1,285.02","9,300.04"
43450,SOUTH DAKOTA,MARSHALL,"1,394.70","1,373.78","1,324.97","9,300.04"
43460,SOUTH DAKOTA,MEADE,"1,291.90","1,272.52","1,227.31","9,300.04"
43470,SOUTH DAKOTA,MELLETTE,"1,292.74","1,273.82","1,229.68","9,300.04"
43480,SOUTH DAKOTA,MINER,"1,306.48","1,287.82","1,244.27","9,300.04"
43490,SOUTH DAKOTA,MINNEHAHA,"1,240.35","1,240.35","1,240.35","9,300.04"
43500,SOUTH DAKOTA,MOODY,"1,265.91","1,246.92","1,202.61","9,300.04"
43510,SOUTH DAKOTA,PENNINGTON,"1,301.63","1,301.63","1,279.65","9,300.04"
43520,SOUTH DAKOTA,PERKINS,"1,279.14","1,260.87","1,218.23","9,300.04"
43530,SOUTH DAKOTA,POTTER,"1,515.44","1,492.71","1,439.67","9,300.04"
43540,SOUTH DAKOTA,ROBERTS,"1,208.50","1,191.23","1,150.95","9,300.04"
43550,SOUTH DAKOTA,SANBORN,"1,301.40","1,286.09","1,242.60","9,300.04"
43560,SOUTH DAKOTA,SHANNON (OGLALA LAKOTA),"1,444.12","1,422.46","1,371.91","9,300.04"
43570,SOUTH DAKOTA,SPINK,"1,482.84","1,460.60","1,408.70","9,300.04"
43580,SOUTH DAKOTA,STANLEY,"1,260.31","1,260.31","1,223.74","9,300.04"
43590,SOUTH DAKOTA,SULLY,"1,336.37","1,316.32","1,269.55","9,300.04"
43600,SOUTH DAKOTA,TODD,"1,581.97","1,558.24","1,502.87","9,300.04"
43610,SOUTH DAKOTA,TRIPP,"1,390.31","1,369.46","1,320.79","9,300.04"
43620,SOUTH DAKOTA,TURNER,"1,248.06","1,230.23","1,188.63","9,300.04"
43630,SOUTH DAKOTA,UNION,"1,248.77","1,248.77","1,248.77","9,300.04"
43640,SOUTH DAKOTA,WALWORTH,"1,266.44","1,248.34","1,206.13","9,300.04"
43670,SOUTH DAKOTA,YANKTON,"1,255.74","1,255.74","1,251.52","9,300.04"
43680,SOUTH DAKOTA,ZIEBACH,"1,360.36","1,339.95","1,292.34","9,300.04"
44000,TENNESSEE,ANDERSON,"1,300.23","1,269.02","1,196.21","9,252.89"
44010,TENNESSEE,BEDFORD,"1,194.61","1,194.61","1,194.61","9,252.89"
44020,TENNESSEE,BENTON,"1,271.24","1,271.24","1,271.24","9,252.89"
44030,TENNESSEE,BLEDSOE,"1,240.08","1,223.54","1,184.96","9,252.89"
44040,TENNESSEE,BLOUNT,"1,327.26","1,295.41","1,221.08","9,252.89"
44050,TENNESSEE,BRADLEY,"1,289.22","1,273.10","1,235.50","9,252.89"
44060,TENNESSEE,CAMPBELL,"1,251.10","1,251.10","1,242.52","9,252.89"
44070,TENNESSEE,CANNON,"1,332.72","1,313.68","1,269.26","9,252.89"
44080,TENNESSEE,CARROLL,"1,237.31","1,237.31","1,237.31","9,252.89"
44090,TENNESSEE,CARTER,"1,380.04","1,361.74","1,283.61","9,252.89"
44100,TENNESSEE,CHEATHAM,"1,286.40","1,268.02","1,225.14","9,252.89"
44110,TENNESSEE,CHESTER,"1,252.99","1,252.99","1,232.93","9,252.89"
44120,TENNESSEE,CLAIBORNE,"1,252.34","1,252.34","1,224.49","9,252.89"
44130,TENNESSEE,CLAY,"1,270.94","1,252.78","1,210.42","9,252.89"
44140,TENNESSEE,COCKE,"1,253.19","1,242.53","1,205.83","9,252.89"
44150,TENNESSEE,COFFEE,"1,263.83","1,245.78","1,203.65","9,252.89"
44160,TENNESSEE,CROCKETT,"1,255.13","1,244.49","1,207.73","9,252.89"
44170,TENNESSEE,CUMBERLAND,"1,252.08","1,252.08","1,252.08","9,252.89"
44180,TENNESSEE,DAVIDSON,"1,287.27","1,268.88","1,225.97","9,252.89"
44190,TENNESSEE,DECATUR,"1,330.08","1,311.08","1,266.74","9,252.89"
44200,TENNESSEE,DEKALB,"1,350.28","1,332.28","1,290.27","9,252.89"
44210,TENNESSEE,DICKSON,"1,294.18","1,275.69","1,232.55","9,252.89"
44220,TENNESSEE,DYER,"1,245.38","1,227.59","1,186.08","9,252.89"
44230,TENNESSEE,FAYETTE,"1,297.78","1,280.47","1,240.10","9,252.89"
44240,TENNESSEE,FENTRESS,"1,309.85","1,292.38","1,251.63","9,252.89"
44250,TENNESSEE,FRANKLIN,"1,280.68","1,263.02","1,221.80","9,252.89"
44260,TENNESSEE,GIBSON,"1,252.76","1,252.76","1,252.76","9,252.89"
44270,TENNESSEE,GILES,"1,246.72","1,228.91","1,187.35","9,252.89"
44280,TENNESSEE,GRAINGER,"1,206.23","1,191.15","1,155.97","9,252.89"
44290,TENNESSEE,GREENE,"1,249.45","1,249.45","1,216.02","9,252.89"
44300,TENNESSEE,GRUNDY,"1,250.83","1,234.15","1,195.24","9,252.89"
44310,TENNESSEE,HAMBLEN,"1,240.78","1,225.27","1,189.08","9,252.89"
44320,TENNESSEE,HAMILTON,"1,234.85","1,218.38","1,179.96","9,252.89"
44330,TENNESSEE,HANCOCK,"1,241.03","1,223.30","1,181.93","9,252.89"
44340,TENNESSEE,HARDEMAN,"1,248.39","1,248.39","1,215.69","9,252.89"
44350,TENNESSEE,HARDIN,"1,244.39","1,244.39","1,217.58","9,252.89"
44360,TENNESSEE,HAWKINS,"1,262.14","1,231.85","1,161.17","9,252.89"
44370,TENNESSEE,HAYWOOD,"1,286.97","1,270.36","1,231.62","9,252.89"
44380,TENNESSEE,HENDERSON,"1,292.82","1,292.82","1,292.82","9,252.89"
44390,TENNESSEE,HENRY,"1,246.40","1,246.40","1,219.77","9,252.89"
44400,TENNESSEE,HICKMAN,"1,278.03","1,259.77","1,217.17","9,252.89"
44410,TENNESSEE,HOUSTON,"1,318.77","1,298.99","1,252.83","9,252.89"
44420,TENNESSEE,HUMPHREYS,"1,308.53","1,289.84","1,246.22","9,252.89"
44430,TENNESSEE,JACKSON,"1,308.96","1,292.07","1,252.66","9,252.89"
44440,TENNESSEE,JEFFERSON,"1,249.29","1,245.72","1,208.93","9,252.89"
44450,TENNESSEE,JOHNSON,"1,243.01","1,236.51","1,197.52","9,252.89"
44460,TENNESSEE,KNOX,"1,320.38","1,288.69","1,214.75","9,252.89"
44470,TENNESSEE,LAKE,"1,274.10","1,255.45","1,211.94","9,252.89"
44480,TENNESSEE,LAUDERDALE,"1,249.98","1,232.13","1,190.46","9,252.89"
44490,TENNESSEE,LAWRENCE,"1,298.64","1,281.33","1,240.93","9,252.89"
44500,TENNESSEE,LEWIS,"1,336.83","1,318.39","1,275.37","9,252.89"
44510,TENNESSEE,LINCOLN,"1,246.79","1,243.77","1,203.18","9,252.89"
44520,TENNESSEE,LOUDON,"1,370.71","1,337.82","1,261.06","9,252.89"
44530,TENNESSEE,MCMINN,"1,252.19","1,252.19","1,234.54","9,252.89"
44540,TENNESSEE,MCNAIRY,"1,245.48","1,245.48","1,242.76","9,252.89"
44550,TENNESSEE,MACON,"1,273.56","1,255.36","1,212.91","9,252.89"
44560,TENNESSEE,MADISON,"1,252.58","1,252.58","1,222.20","9,252.89"
44570,TENNESSEE,MARION,"1,218.98","1,202.73","1,164.81","9,252.89"
44580,TENNESSEE,MARSHALL,"1,261.77","1,243.75","1,201.69","9,252.89"
44590,TENNESSEE,MAURY,"1,314.42","1,296.89","1,256.00","9,252.89"
44600,TENNESSEE,MEIGS,"1,229.30","1,213.94","1,178.08","9,252.89"
44610,TENNESSEE,MONROE,"1,250.86","1,250.86","1,222.70","9,252.89"
44620,TENNESSEE,MONTGOMERY,"1,223.89","1,223.89","1,216.61","9,252.89"
44630,TENNESSEE,MOORE,"1,221.87","1,221.87","1,221.87","9,252.89"
44640,TENNESSEE,MORGAN,"1,238.28","1,222.80","1,186.69","9,252.89"
44650,TENNESSEE,OBION,"1,271.36","1,271.36","1,232.17","9,252.89"
44660,TENNESSEE,OVERTON,"1,262.25","1,245.42","1,206.15","9,252.89"
44670,TENNESSEE,PERRY,"1,287.74","1,271.65","1,234.09","9,252.89"
44680,TENNESSEE,PICKETT,"1,307.04","1,288.37","1,244.80","9,252.89"
44690,TENNESSEE,POLK,"1,277.87","1,261.89","1,224.62","9,252.89"
44700,TENNESSEE,PUTNAM,"1,252.15","1,243.69","1,204.47","9,252.89"
44710,TENNESSEE,RHEA,"1,209.05","1,193.93","1,158.67","9,252.89"
44720,TENNESSEE,ROANE,"1,256.61","1,242.91","1,206.20","9,252.89"
44730,TENNESSEE,ROBERTSON,"1,324.40","1,288.28","1,204.00","9,252.89"
44740,TENNESSEE,RUTHERFORD,"1,368.03","1,333.10","1,251.60","9,252.89"
44750,TENNESSEE,SCOTT,"1,334.98","1,317.18","1,275.65","9,252.89"
44760,TENNESSEE,SEQUATCHIE,"1,283.58","1,267.54","1,230.10","9,252.89"
44770,TENNESSEE,SEVIER,"1,318.09","1,286.45","1,212.64","9,252.89"
44780,TENNESSEE,SHELBY,"1,271.21","1,254.26","1,214.71","9,252.89"
44790,TENNESSEE,SMITH,"1,277.13","1,260.11","1,220.37","9,252.89"
44800,TENNESSEE,STEWART,"1,253.86","1,253.86","1,234.52","9,252.89"
44810,TENNESSEE,SULLIVAN,"1,281.80","1,251.04","1,179.26","9,252.89"
44820,TENNESSEE,SUMNER,"1,281.64","1,263.33","1,220.61","9,252.89"
44830,TENNESSEE,TIPTON,"1,305.30","1,287.90","1,247.29","9,252.89"
44840,TENNESSEE,TROUSDALE,"1,302.01","1,282.48","1,236.91","9,252.89"
44850,TENNESSEE,UNICOI,"1,335.20","1,303.16","1,228.38","9,252.89"
44860,TENNESSEE,UNION,"1,196.40","1,167.69","1,100.69","9,252.89"
44870,TENNESSEE,VAN BUREN,"1,319.11","1,301.52","1,260.48","9,252.89"
44880,TENNESSEE,WARREN,"1,259.29","1,241.30","1,199.32","9,252.89"
44890,TENNESSEE,WASHINGTON,"1,256.05","1,225.90","1,155.57","9,252.89"
44900,TENNESSEE,WAYNE,"1,306.89","1,288.22","1,244.66","9,252.89"
44910,TENNESSEE,WEAKLEY,"1,276.18","1,258.58","1,217.51","9,252.89"
44920,TENNESSEE,WHITE,"1,343.52","1,326.19","1,285.74","9,252.89"
44930,TENNESSEE,WILLIAMSON,"1,358.21","1,323.53","1,242.61","9,252.89"
44940,TENNESSEE,WILSON,"1,370.12","1,333.98","1,249.67","9,252.89"
45000,TEXAS,ANDERSON,"1,317.21","1,297.45","1,251.35","10,384.63"
45010,TEXAS,ANDREWS,"1,326.95","1,307.99","1,263.76","10,384.63"
45020,TEXAS,ANGELINA,"1,321.81","1,302.93","1,258.87","10,384.63"
45030,TEXAS,ARANSAS,"1,325.54","1,306.60","1,262.42","10,384.63"
45040,TEXAS,ARCHER,"1,489.99","1,467.64","1,415.49","10,384.63"
45050,TEXAS,ARMSTRONG,"1,281.03","1,281.03","1,245.04","10,384.63"
45060,TEXAS,ATASCOSA,"1,313.20","1,293.50","1,247.54","10,384.63"
45070,TEXAS,AUSTIN,"1,309.49","1,289.85","1,244.02","10,384.63"
45080,TEXAS,BAILEY,"1,481.90","1,459.67","1,407.81","10,384.63"
45090,TEXAS,BANDERA,"1,272.20","1,255.23","1,215.65","10,384.63"
45100,TEXAS,BASTROP,"1,375.58","1,354.95","1,306.80","10,384.63"
45110,TEXAS,BAYLOR,"1,428.07","1,406.65","1,356.67","10,384.63"
45113,TEXAS,BEE,"1,408.29","1,387.17","1,337.88","10,384.63"
45120,TEXAS,BELL,"1,281.41","1,263.10","1,220.39","10,384.63"
45130,TEXAS,BEXAR,"1,322.17","1,286.11","1,201.97","10,384.63"
45140,TEXAS,BLANCO,"1,304.00","1,294.62","1,250.84","10,384.63"
45150,TEXAS,BORDEN,"1,433.35","1,411.85","1,361.68","10,384.63"
45160,TEXAS,BOSQUE,"1,326.09","1,307.80","1,265.12","10,384.63"
45170,TEXAS,BOWIE,"1,334.33","1,315.27","1,270.79","10,384.63"
45180,TEXAS,BRAZORIA,"1,383.13","1,362.38","1,313.97","10,384.63"
45190,TEXAS,BRAZOS,"1,303.30","1,292.87","1,249.15","10,384.63"
45200,TEXAS,BREWSTER,"1,326.18","1,309.60","1,270.92","10,384.63"
45201,TEXAS,BRISCOE,"1,397.29","1,376.33","1,327.43","10,384.63"
45210,TEXAS,BROOKS,"1,500.07","1,477.57","1,425.07","10,384.63"
45220,TEXAS,BROWN,"1,337.76","1,317.69","1,270.87","10,384.63"
45221,TEXAS,BURLESON,"1,422.40","1,401.06","1,351.28","10,384.63"
45222,TEXAS,BURNET,"1,309.64","1,290.00","1,244.16","10,384.63"
45223,TEXAS,CALDWELL,"1,472.97","1,450.88","1,399.32","10,384.63"
45224,TEXAS,CALHOUN,"1,406.92","1,385.82","1,336.57","10,384.63"
45230,TEXAS,CALLAHAN,"1,418.13","1,396.86","1,347.22","10,384.63"
45240,TEXAS,CAMERON,"1,261.46","1,244.64","1,205.40","10,384.63"
45250,TEXAS,CAMP,"1,291.16","1,271.79","1,226.60","10,384.63"
45251,TEXAS,CARSON,"1,289.01","1,269.67","1,224.56","10,384.63"
45260,TEXAS,CASS,"1,359.96","1,339.56","1,291.96","10,384.63"
45270,TEXAS,CASTRO,"1,606.20","1,582.11","1,525.89","10,384.63"
45280,TEXAS,CHAMBERS,"1,557.58","1,534.22","1,479.70","10,384.63"
45281,TEXAS,CHEROKEE,"1,309.91","1,290.74","1,246.01","10,384.63"
45290,TEXAS,CHILDRESS,"1,357.24","1,336.88","1,289.38","10,384.63"
45291,TEXAS,CLAY,"1,499.43","1,476.94","1,424.46","10,384.63"
45292,TEXAS,COCHRAN,"1,203.71","1,186.09","1,144.99","10,384.63"
45300,TEXAS,COKE,"1,350.20","1,350.20","1,312.85","10,384.63"
45301,TEXAS,COLEMAN,"1,495.49","1,473.06","1,420.72","10,384.63"
45310,TEXAS,COLLIN,"1,319.78","1,299.98","1,253.79","10,384.63"
45311,TEXAS,COLLINGSWORTH,"1,764.83","1,738.36","1,676.59","10,384.63"
45312,TEXAS,COLORADO,"1,547.20","1,523.99","1,469.84","10,384.63"
45320,TEXAS,COMAL,"1,288.93","1,270.51","1,227.55","10,384.63"
45321,TEXAS,COMANCHE,"1,439.63","1,418.04","1,367.65","10,384.63"
45330,TEXAS,CONCHO,"1,546.36","1,523.16","1,469.04","10,384.63"
45340,TEXAS,COOKE,"1,358.73","1,338.35","1,290.79","10,384.63"
45341,TEXAS,CORYELL,"1,311.80","1,292.60","1,247.81","10,384.63"
45350,TEXAS,COTTLE,"1,334.28","1,314.27","1,267.57","10,384.63"
45360,TEXAS,CRANE,"1,572.30","1,548.72","1,493.69","10,384.63"
45361,TEXAS,CROCKETT,"1,305.20","1,285.62","1,239.94","10,384.63"
45362,TEXAS,CROSBY,"1,311.03","1,291.36","1,245.48","10,384.63"
45370,TEXAS,CULBERSON,"1,573.10","1,549.50","1,494.45","10,384.63"
45380,TEXAS,DALLAM,"1,432.71","1,411.22","1,361.07","10,384.63"
45390,TEXAS,DALLAS,"1,350.65","1,330.39","1,283.12","10,384.63"
45391,TEXAS,DAWSON,"1,494.99","1,472.57","1,420.24","10,384.63"
45392,TEXAS,DEAF SMITH,"1,335.14","1,315.61","1,270.02","10,384.63"
45400,TEXAS,DELTA,"1,335.90","1,315.86","1,269.11","10,384.63"
45410,TEXAS,DENTON,"1,299.23","1,279.74","1,234.27","10,384.63"
45420,TEXAS,DEWITT,"1,428.34","1,406.91","1,356.92","10,384.63"
45421,TEXAS,DICKENS,"1,366.84","1,346.34","1,298.50","10,384.63"
45430,TEXAS,DIMMIT,"1,402.30","1,381.27","1,332.19","10,384.63"
45431,TEXAS,DONLEY,"1,353.02","1,332.72","1,285.37","10,384.63"
45440,TEXAS,DUVAL,"1,671.49","1,646.42","1,587.92","10,384.63"
45450,TEXAS,EASTLAND,"1,396.00","1,375.06","1,326.20","10,384.63"
45451,TEXAS,ECTOR,"1,340.70","1,321.55","1,276.86","10,384.63"
45460,TEXAS,EDWARDS,"1,294.46","1,275.04","1,229.74","10,384.63"
45470,TEXAS,ELLIS,"1,354.42","1,335.07","1,289.92","10,384.63"
45480,TEXAS,EL PASO,"1,311.35","1,277.87","1,199.74","10,384.63"
45490,TEXAS,ERATH,"1,264.54","1,246.47","1,204.32","10,384.63"
45500,TEXAS,FALLS,"1,266.36","1,247.82","1,204.58","10,384.63"
45510,TEXAS,FANNIN,"1,377.47","1,356.81","1,308.60","10,384.63"
45511,TEXAS,FAYETTE,"1,439.79","1,418.19","1,367.80","10,384.63"
45520,TEXAS,FISHER,"1,462.91","1,440.97","1,389.76","10,384.63"
45521,TEXAS,FLOYD,"1,304.36","1,284.79","1,239.14","10,384.63"
45522,TEXAS,FOARD,"1,486.47","1,464.17","1,412.15","10,384.63"
45530,TEXAS,FORT BEND,"1,312.19","1,292.51","1,246.58","10,384.63"
45531,TEXAS,FRANKLIN,"1,367.77","1,347.25","1,299.38","10,384.63"
45540,TEXAS,FREESTONE,"1,347.04","1,326.83","1,279.69","10,384.63"
45541,TEXAS,FRIO,"1,295.25","1,275.82","1,230.49","10,384.63"
45542,TEXAS,GAINES,"1,441.96","1,420.33","1,369.86","10,384.63"
45550,TEXAS,GALVESTON,"1,403.14","1,382.09","1,332.98","10,384.63"
45551,TEXAS,GARZA,"1,358.89","1,338.51","1,290.95","10,384.63"
45552,TEXAS,GILLESPIE,"1,256.55","1,251.69","1,210.85","10,384.63"
45560,TEXAS,GLASSCOCK,"1,346.27","1,326.08","1,278.96","10,384.63"
45561,TEXAS,GOLIAD,"1,381.64","1,360.92","1,312.56","10,384.63"
45562,TEXAS,GONZALES,"1,382.52","1,361.78","1,313.39","10,384.63"
45563,TEXAS,GRAY,"1,314.52","1,294.80","1,248.79","10,384.63"
45564,TEXAS,GRAYSON,"1,358.41","1,338.03","1,290.49","10,384.63"
45570,TEXAS,GREGG,"1,308.63","1,289.00","1,243.20","10,384.63"
45580,TEXAS,GRIMES,"1,365.95","1,345.46","1,297.65","10,384.63"
45581,TEXAS,GUADALUPE,"1,289.19","1,270.77","1,227.80","10,384.63"
45582,TEXAS,HALE,"1,273.41","1,254.31","1,209.74","10,384.63"
45583,TEXAS,HALL,"1,415.13","1,393.90","1,344.37","10,384.63"
45590,TEXAS,HAMILTON,"1,351.32","1,332.01","1,286.97","10,384.63"
45591,TEXAS,HANSFORD,"1,577.24","1,553.58","1,498.38","10,384.63"
45592,TEXAS,HARDEMAN,"1,648.42","1,623.69","1,566.00","10,384.63"
45600,TEXAS,HARDIN,"1,309.33","1,289.69","1,243.86","10,384.63"
45610,TEXAS,HARRIS,"1,417.41","1,396.15","1,346.54","10,384.63"
45620,TEXAS,HARRISON,"1,270.27","1,251.22","1,206.76","10,384.63"
45621,TEXAS,HARTLEY,"1,279.32","1,260.13","1,215.35","10,384.63"
45630,TEXAS,HASKELL,"1,530.65","1,507.69","1,454.12","10,384.63"
45631,TEXAS,HAYS,"1,377.43","1,357.75","1,311.84","10,384.63"
45632,TEXAS,HEMPHILL,"1,401.13","1,380.11","1,331.07","10,384.63"
45640,TEXAS,HENDERSON,"1,348.39","1,328.16","1,280.97","10,384.63"
45650,TEXAS,HIDALGO,"1,261.52","1,244.70","1,205.45","10,384.63"
45651,TEXAS,HILL,"1,279.67","1,260.47","1,215.69","10,384.63"
45652,TEXAS,HOCKLEY,"1,286.15","1,266.86","1,221.84","10,384.63"
45653,TEXAS,HOOD,"1,279.51","1,260.78","1,217.09","10,384.63"
45654,TEXAS,HOPKINS,"1,368.17","1,347.65","1,299.76","10,384.63"
45660,TEXAS,HOUSTON,"1,322.59","1,302.75","1,256.46","10,384.63"
45661,TEXAS,HOWARD,"1,358.01","1,337.64","1,290.11","10,384.63"
45662,TEXAS,HUDSPETH,"1,183.68","1,166.77","1,127.31","10,384.63"
45670,TEXAS,HUNT,"1,399.96","1,378.96","1,329.96","10,384.63"
45671,TEXAS,HUTCHINSON,"1,474.70","1,452.58","1,400.97","10,384.63"
45672,TEXAS,IRION,"1,260.83","1,248.02","1,205.82","10,384.63"
45680,TEXAS,JACK,"1,519.68","1,496.88","1,443.70","10,384.63"
45681,TEXAS,JACKSON,"1,536.36","1,513.31","1,459.54","10,384.63"
45690,TEXAS,JASPER,"1,333.15","1,313.15","1,266.49","10,384.63"
45691,TEXAS,JEFF DAVIS,"1,319.49","1,301.90","1,260.85","10,384.63"
45700,TEXAS,JEFFERSON,"1,301.89","1,282.36","1,236.80","10,384.63"
45710,TEXAS,JIM HOGG,"1,490.81","1,468.45","1,416.27","10,384.63"
45711,TEXAS,JIM WELLS,"1,480.41","1,458.20","1,406.39","10,384.63"
45720,TEXAS,JOHNSON,"1,303.55","1,284.00","1,238.37","10,384.63"
45721,TEXAS,JONES,"1,404.44","1,383.37","1,334.22","10,384.63"
45722,TEXAS,KARNES,"1,487.41","1,465.10","1,413.04","10,384.63"
45730,TEXAS,KAUFMAN,"1,317.21","1,297.45","1,251.35","10,384.63"
45731,TEXAS,KENDALL,"1,271.71","1,254.17","1,213.24","10,384.63"
45732,TEXAS,KENEDY,"1,398.72","1,377.74","1,328.78","10,384.63"
45733,TEXAS,KENT,"1,416.19","1,394.95","1,345.38","10,384.63"
45734,TEXAS,KERR,"1,275.53","1,275.53","1,234.96","10,384.63"
45740,TEXAS,KIMBLE,"1,532.17","1,509.19","1,455.56","10,384.63"
45741,TEXAS,KING,"1,231.12","1,212.65","1,169.56","10,384.63"
45742,TEXAS,KINNEY,"1,213.14","1,195.81","1,155.37","10,384.63"
45743,TEXAS,KLEBERG,"1,380.34","1,359.63","1,311.32","10,384.63"
45744,TEXAS,KNOX,"1,456.28","1,434.44","1,383.47","10,384.63"
45750,TEXAS,LAMAR,"1,349.44","1,329.20","1,281.97","10,384.63"
45751,TEXAS,LAMB,"1,304.25","1,286.86","1,246.28","10,384.63"
45752,TEXAS,LAMPASAS,"1,281.94","1,262.71","1,217.84","10,384.63"
45753,TEXAS,LA SALLE,"1,318.30","1,298.53","1,252.39","10,384.63"
45754,TEXAS,LAVACA,"1,552.67","1,529.38","1,475.04","10,384.63"
45755,TEXAS,LEE,"1,387.21","1,366.40","1,317.85","10,384.63"
45756,TEXAS,LEON,"1,338.30","1,318.23","1,271.39","10,384.63"
45757,TEXAS,LIBERTY,"1,486.40","1,464.10","1,412.08","10,384.63"
45758,TEXAS,LIMESTONE,"1,340.24","1,320.14","1,273.23","10,384.63"
45759,TEXAS,LIPSCOMB,"1,343.52","1,323.86","1,277.98","10,384.63"
45760,TEXAS,LIVE OAK,"1,276.18","1,257.95","1,215.41","10,384.63"
45761,TEXAS,LLANO,"1,365.73","1,345.24","1,297.44","10,384.63"
45762,TEXAS,LOVING,"1,375.40","1,355.75","1,309.90","10,384.63"
45770,TEXAS,LUBBOCK,"1,304.38","1,285.75","1,242.27","10,384.63"
45771,TEXAS,LYNN,"1,569.78","1,546.23","1,491.29","10,384.63"
45772,TEXAS,MCCULLOCH,"1,394.97","1,374.05","1,325.22","10,384.63"
45780,TEXAS,MCLENNAN,"1,246.14","1,246.14","1,246.14","10,384.63"
45781,TEXAS,MCMULLEN,"1,371.44","1,350.87","1,302.87","10,384.63"
45782,TEXAS,MADISON,"1,462.89","1,440.95","1,389.75","10,384.63"
45783,TEXAS,MARION,"1,371.61","1,351.04","1,303.03","10,384.63"
45784,TEXAS,MARTIN,"1,536.85","1,513.80","1,460.01","10,384.63"
45785,TEXAS,MASON,"1,316.45","1,297.64","1,253.76","10,384.63"
45790,TEXAS,MATAGORDA,"1,508.75","1,486.12","1,433.31","10,384.63"
45791,TEXAS,MAVERICK,"1,225.22","1,207.72","1,166.88","10,384.63"
45792,TEXAS,MEDINA,"1,307.71","1,289.03","1,245.44","10,384.63"
45793,TEXAS,MENARD,"1,367.87","1,347.35","1,299.48","10,384.63"
45794,TEXAS,MIDLAND,"1,253.64","1,235.73","1,193.94","10,384.63"
45795,TEXAS,MILAM,"1,433.25","1,411.75","1,361.59","10,384.63"
45796,TEXAS,MILLS,"1,372.39","1,351.80","1,303.77","10,384.63"
45797,TEXAS,MITCHELL,"1,457.84","1,435.97","1,384.95","10,384.63"
45800,TEXAS,MONTAGUE,"1,509.52","1,486.88","1,434.04","10,384.63"
45801,TEXAS,MONTGOMERY,"1,445.20","1,423.52","1,372.94","10,384.63"
45802,TEXAS,MOORE,"1,183.00","1,165.69","1,125.30","10,384.63"
45803,TEXAS,MORRIS,"1,285.96","1,266.67","1,221.66","10,384.63"
45804,TEXAS,MOTLEY,"1,411.99","1,390.81","1,341.39","10,384.63"
45810,TEXAS,NACOGDOCHES,"1,311.36","1,292.17","1,247.40","10,384.63"
45820,TEXAS,NAVARRO,"1,326.26","1,306.85","1,261.56","10,384.63"
45821,TEXAS,NEWTON,"1,334.66","1,315.13","1,269.56","10,384.63"
45822,TEXAS,NOLAN,"1,322.68","1,303.32","1,258.16","10,384.63"
45830,TEXAS,NUECES,"1,305.61","1,286.51","1,241.93","10,384.63"
45831,TEXAS,OCHILTREE,"1,398.37","1,377.39","1,328.45","10,384.63"
45832,TEXAS,OLDHAM,"1,258.03","1,239.62","1,196.67","10,384.63"
45840,TEXAS,ORANGE,"1,335.70","1,315.66","1,268.92","10,384.63"
45841,TEXAS,PALO PINTO,"1,381.61","1,360.89","1,312.53","10,384.63"
45842,TEXAS,PANOLA,"1,365.25","1,344.77","1,296.99","10,384.63"
45843,TEXAS,PARKER,"1,320.36","1,300.55","1,254.34","10,384.63"
