Medicare Advantage Monthly Capitation Rates for 2026 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.",,,,
Code,State,County Name,Parts A&B 2026 Rate,Parts A&B ESRD 2026 Rate
30050,NEW HAMPSHIRE,HILLSBOROUGH,"1,396.41","10,111.05"
30060,NEW HAMPSHIRE,MERRIMACK,"1,396.41","10,111.05"
30070,NEW HAMPSHIRE,ROCKINGHAM,"1,396.41","10,111.05"
30080,NEW HAMPSHIRE,STRAFFORD,"1,396.41","10,111.05"
30090,NEW HAMPSHIRE,SULLIVAN,"1,444.37","10,111.05"
31000,NEW JERSEY,ATLANTIC,"1,427.84","11,625.09"
31100,NEW JERSEY,BERGEN,"1,537.01","11,625.09"
31150,NEW JERSEY,BURLINGTON,"1,396.41","11,625.09"
31160,NEW JERSEY,CAMDEN,"1,573.80","11,625.09"
31180,NEW JERSEY,CAPE MAY,"1,522.43","11,625.09"
31190,NEW JERSEY,CUMBERLAND,"1,396.41","11,625.09"
31200,NEW JERSEY,ESSEX,"1,789.82","11,625.09"
31220,NEW JERSEY,GLOUCESTER,"1,498.72","11,625.09"
31230,NEW JERSEY,HUDSON,"1,667.71","11,625.09"
31250,NEW JERSEY,HUNTERDON,"1,396.41","11,625.09"
31260,NEW JERSEY,MERCER,"1,585.80","11,625.09"
31270,NEW JERSEY,MIDDLESEX,"1,597.59","11,625.09"
31290,NEW JERSEY,MONMOUTH,"1,511.26","11,625.09"
31300,NEW JERSEY,MORRIS,"1,380.90","11,625.09"
31310,NEW JERSEY,OCEAN,"1,639.97","11,625.09"
31320,NEW JERSEY,PASSAIC,"1,490.29","11,625.09"
31340,NEW JERSEY,SALEM,"1,396.41","11,625.09"
31350,NEW JERSEY,SOMERSET,"1,396.41","11,625.09"
31360,NEW JERSEY,SUSSEX,"1,396.41","11,625.09"
31370,NEW JERSEY,UNION,"1,524.14","11,625.09"
31390,NEW JERSEY,WARREN,"1,563.16","11,625.09"
32000,NEW MEXICO,BERNALILLO,"1,396.41","9,071.14"
32010,NEW MEXICO,CATRON,"1,263.49","9,071.14"
32020,NEW MEXICO,CHAVES,"1,263.49","9,071.14"
32025,NEW MEXICO,CIBOLA,"1,396.41","9,071.14"
32030,NEW MEXICO,COLFAX,"1,263.49","9,071.14"
32040,NEW MEXICO,CURRY,"1,144.60","9,071.14"
32050,NEW MEXICO,DEBACA,"1,263.49","9,071.14"
32060,NEW MEXICO,DONA ANA,"1,263.49","9,071.14"
32070,NEW MEXICO,EDDY,"1,263.49","9,071.14"
32080,NEW MEXICO,GRANT,"1,263.49","9,071.14"
32090,NEW MEXICO,GUADALUPE,"1,330.87","9,071.14"
32100,NEW MEXICO,HARDING,"1,263.49","9,071.14"
32110,NEW MEXICO,HIDALGO,"1,263.49","9,071.14"
32120,NEW MEXICO,LEA,"1,333.29","9,071.14"
32130,NEW MEXICO,LINCOLN,"1,263.49","9,071.14"
32131,NEW MEXICO,LOS ALAMOS,"1,263.49","9,071.14"
32140,NEW MEXICO,LUNA,"1,263.49","9,071.14"
32150,NEW MEXICO,MCKINLEY,"1,263.49","9,071.14"
32160,NEW MEXICO,MORA,"1,263.49","9,071.14"
32170,NEW MEXICO,OTERO,"1,263.49","9,071.14"
32180,NEW MEXICO,QUAY,"1,372.02","9,071.14"
32190,NEW MEXICO,RIO ARRIBA,"1,263.49","9,071.14"
32200,NEW MEXICO,ROOSEVELT,"1,246.29","9,071.14"
32210,NEW MEXICO,SANDOVAL,"1,396.41","9,071.14"
32220,NEW MEXICO,SAN JUAN,"1,357.80","9,071.14"
32230,NEW MEXICO,SAN MIGUEL,"1,263.49","9,071.14"
32240,NEW MEXICO,SANTA FE,"1,263.49","9,071.14"
32250,NEW MEXICO,SIERRA,"1,254.46","9,071.14"
32260,NEW MEXICO,SOCORRO,"1,263.49","9,071.14"
32270,NEW MEXICO,TAOS,"1,263.49","9,071.14"
32280,NEW MEXICO,TORRANCE,"1,396.41","9,071.14"
32290,NEW MEXICO,UNION,"1,687.08","9,071.14"
32300,NEW MEXICO,VALENCIA,"1,396.41","9,071.14"
33000,NEW YORK,ALBANY,"1,396.41","12,051.55"
33010,NEW YORK,ALLEGANY,"1,263.49","12,051.55"
33020,NEW YORK,BRONX,"1,927.15","12,051.55"
33030,NEW YORK,BROOME,"1,396.41","12,051.55"
33040,NEW YORK,CATTARAUGUS,"1,263.49","12,051.55"
33050,NEW YORK,CAYUGA,"1,396.41","12,051.55"
33060,NEW YORK,CHAUTAUQUA,"1,263.49","12,051.55"
33070,NEW YORK,CHEMUNG,"1,263.49","12,051.55"
33080,NEW YORK,CHENANGO,"1,263.49","12,051.55"
33090,NEW YORK,CLINTON,"1,298.15","12,051.55"
33200,NEW YORK,COLUMBIA,"1,279.63","12,051.55"
33210,NEW YORK,CORTLAND,"1,263.49","12,051.55"
33220,NEW YORK,DELAWARE,"1,377.08","12,051.55"
33230,NEW YORK,DUTCHESS,"1,396.41","12,051.55"
33240,NEW YORK,ERIE,"1,396.41","12,051.55"
33260,NEW YORK,ESSEX,"1,328.72","12,051.55"
33270,NEW YORK,FRANKLIN,"1,263.49","12,051.55"
33280,NEW YORK,FULTON,"1,263.49","12,051.55"
33290,NEW YORK,GENESEE,"1,396.41","12,051.55"
33300,NEW YORK,GREENE,"1,273.47","12,051.55"
33310,NEW YORK,HAMILTON,"1,263.49","12,051.55"
33320,NEW YORK,HERKIMER,"1,396.41","12,051.55"
33330,NEW YORK,JEFFERSON,"1,283.04","12,051.55"
33331,NEW YORK,KINGS,"1,804.85","12,051.55"
33340,NEW YORK,LEWIS,"1,263.49","12,051.55"
33350,NEW YORK,LIVINGSTON,"1,396.41","12,051.55"
33360,NEW YORK,MADISON,"1,396.41","12,051.55"
33370,NEW YORK,MONROE,"1,396.41","12,051.55"
33380,NEW YORK,MONTGOMERY,"1,396.41","12,051.55"
33400,NEW YORK,NASSAU,"1,689.92","12,051.55"
33420,NEW YORK,NEW YORK,"1,983.61","12,051.55"
33500,NEW YORK,NIAGARA,"1,396.41","12,051.55"
33510,NEW YORK,ONEIDA,"1,396.41","12,051.55"
33520,NEW YORK,ONONDAGA,"1,396.41","12,051.55"
33530,NEW YORK,ONTARIO,"1,396.41","12,051.55"
33540,NEW YORK,ORANGE,"1,451.79","12,051.55"
33550,NEW YORK,ORLEANS,"1,396.41","12,051.55"
33560,NEW YORK,OSWEGO,"1,396.41","12,051.55"
33570,NEW YORK,OTSEGO,"1,356.67","12,051.55"
33580,NEW YORK,PUTNAM,"1,547.01","12,051.55"
33590,NEW YORK,QUEENS,"1,731.42","12,051.55"
33600,NEW YORK,RENSSELAER,"1,396.41","12,051.55"
33610,NEW YORK,RICHMOND,"1,865.74","12,051.55"
33620,NEW YORK,ROCKLAND,"1,554.38","12,051.55"
33630,NEW YORK,ST. LAWRENCE,"1,263.49","12,051.55"
33640,NEW YORK,SARATOGA,"1,396.41","12,051.55"
33650,NEW YORK,SCHENECTADY,"1,396.41","12,051.55"
33660,NEW YORK,SCHOHARIE,"1,396.41","12,051.55"
33670,NEW YORK,SCHUYLER,"1,282.36","12,051.55"
33680,NEW YORK,SENECA,"1,263.49","12,051.55"
33690,NEW YORK,STEUBEN,"1,263.49","12,051.55"
33700,NEW YORK,SUFFOLK,"1,588.42","12,051.55"
33710,NEW YORK,SULLIVAN,"1,282.06","12,051.55"
33720,NEW YORK,TIOGA,"1,396.41","12,051.55"
33730,NEW YORK,TOMPKINS,"1,263.49","12,051.55"
33740,NEW YORK,ULSTER,"1,343.89","12,051.55"
33750,NEW YORK,WARREN,"1,263.49","12,051.55"
33760,NEW YORK,WASHINGTON,"1,263.49","12,051.55"
33770,NEW YORK,WAYNE,"1,396.41","12,051.55"
33800,NEW YORK,WESTCHESTER,"1,580.81","12,051.55"
33900,NEW YORK,WYOMING,"1,263.49","12,051.55"
33910,NEW YORK,YATES,"1,263.49","12,051.55"
34000,NORTH CAROLINA,ALAMANCE,"1,396.41","8,994.24"
34010,NORTH CAROLINA,ALEXANDER,"1,396.41","8,994.24"
34020,NORTH CAROLINA,ALLEGHANY,"1,263.49","8,994.24"
34030,NORTH CAROLINA,ANSON,"1,396.41","8,994.24"
34040,NORTH CAROLINA,ASHE,"1,263.49","8,994.24"
34050,NORTH CAROLINA,AVERY,"1,263.49","8,994.24"
34060,NORTH CAROLINA,BEAUFORT,"1,263.49","8,994.24"
34070,NORTH CAROLINA,BERTIE,"1,225.88","8,994.24"
34080,NORTH CAROLINA,BLADEN,"1,328.32","8,994.24"
34090,NORTH CAROLINA,BRUNSWICK,"1,396.41","8,994.24"
34100,NORTH CAROLINA,BUNCOMBE,"1,396.41","8,994.24"
34110,NORTH CAROLINA,BURKE,"1,396.41","8,994.24"
34120,NORTH CAROLINA,CABARRUS,"1,396.41","8,994.24"
34130,NORTH CAROLINA,CALDWELL,"1,396.41","8,994.24"
34140,NORTH CAROLINA,CAMDEN,"1,263.49","8,994.24"
34150,NORTH CAROLINA,CARTERET,"1,263.49","8,994.24"
34160,NORTH CAROLINA,CASWELL,"1,263.49","8,994.24"
34170,NORTH CAROLINA,CATAWBA,"1,396.41","8,994.24"
34180,NORTH CAROLINA,CHATHAM,"1,396.41","8,994.24"
34190,NORTH CAROLINA,CHEROKEE,"1,263.49","8,994.24"
34200,NORTH CAROLINA,CHOWAN,"1,263.49","8,994.24"
34210,NORTH CAROLINA,CLAY,"1,263.49","8,994.24"
34220,NORTH CAROLINA,CLEVELAND,"1,263.49","8,994.24"
34230,NORTH CAROLINA,COLUMBUS,"1,284.04","8,994.24"
34240,NORTH CAROLINA,CRAVEN,"1,263.49","8,994.24"
34250,NORTH CAROLINA,CUMBERLAND,"1,396.41","8,994.24"
34251,NORTH CAROLINA,CURRITUCK,"1,396.41","8,994.24"
34270,NORTH CAROLINA,DARE,"1,263.49","8,994.24"
34280,NORTH CAROLINA,DAVIDSON,"1,396.41","8,994.24"
34290,NORTH CAROLINA,DAVIE,"1,396.41","8,994.24"
34300,NORTH CAROLINA,DUPLIN,"1,263.49","8,994.24"
34310,NORTH CAROLINA,DURHAM,"1,396.41","8,994.24"
34320,NORTH CAROLINA,EDGECOMBE,"1,263.49","8,994.24"
34330,NORTH CAROLINA,FORSYTH,"1,396.41","8,994.24"
34340,NORTH CAROLINA,FRANKLIN,"1,396.41","8,994.24"
34350,NORTH CAROLINA,GASTON,"1,396.41","8,994.24"
34360,NORTH CAROLINA,GATES,"1,263.49","8,994.24"
34370,NORTH CAROLINA,GRAHAM,"1,263.49","8,994.24"
34380,NORTH CAROLINA,GRANVILLE,"1,263.49","8,994.24"
34390,NORTH CAROLINA,GREENE,"1,303.05","8,994.24"
34400,NORTH CAROLINA,GUILFORD,"1,396.41","8,994.24"
34410,NORTH CAROLINA,HALIFAX,"1,263.49","8,994.24"
34420,NORTH CAROLINA,HARNETT,"1,309.42","8,994.24"
34430,NORTH CAROLINA,HAYWOOD,"1,396.41","8,994.24"
34440,NORTH CAROLINA,HENDERSON,"1,396.41","8,994.24"
34450,NORTH CAROLINA,HERTFORD,"1,263.49","8,994.24"
34460,NORTH CAROLINA,HOKE,"1,396.41","8,994.24"
34470,NORTH CAROLINA,HYDE,"1,263.49","8,994.24"
34480,NORTH CAROLINA,IREDELL,"1,263.49","8,994.24"
34490,NORTH CAROLINA,JACKSON,"1,263.49","8,994.24"
34500,NORTH CAROLINA,JOHNSTON,"1,396.41","8,994.24"
34510,NORTH CAROLINA,JONES,"1,263.49","8,994.24"
34520,NORTH CAROLINA,LEE,"1,263.49","8,994.24"
34530,NORTH CAROLINA,LENOIR,"1,263.49","8,994.24"
34540,NORTH CAROLINA,LINCOLN,"1,396.41","8,994.24"
34550,NORTH CAROLINA,MCDOWELL,"1,263.49","8,994.24"
34560,NORTH CAROLINA,MACON,"1,263.49","8,994.24"
34570,NORTH CAROLINA,MADISON,"1,396.41","8,994.24"
34580,NORTH CAROLINA,MARTIN,"1,263.49","8,994.24"
34590,NORTH CAROLINA,MECKLENBURG,"1,396.41","8,994.24"
34600,NORTH CAROLINA,MITCHELL,"1,263.49","8,994.24"
34610,NORTH CAROLINA,MONTGOMERY,"1,263.49","8,994.24"
34620,NORTH CAROLINA,MOORE,"1,263.49","8,994.24"
34630,NORTH CAROLINA,NASH,"1,263.49","8,994.24"
34640,NORTH CAROLINA,NEW HANOVER,"1,396.41","8,994.24"
34650,NORTH CAROLINA,NORTHAMPTON,"1,263.49","8,994.24"
34660,NORTH CAROLINA,ONSLOW,"1,263.49","8,994.24"
34670,NORTH CAROLINA,ORANGE,"1,396.41","8,994.24"
34680,NORTH CAROLINA,PAMLICO,"1,263.49","8,994.24"
34690,NORTH CAROLINA,PASQUOTANK,"1,263.49","8,994.24"
34700,NORTH CAROLINA,PENDER,"1,396.41","8,994.24"
34710,NORTH CAROLINA,PERQUIMANS,"1,210.53","8,994.24"
34720,NORTH CAROLINA,PERSON,"1,396.41","8,994.24"
34730,NORTH CAROLINA,PITT,"1,214.83","8,994.24"
34740,NORTH CAROLINA,POLK,"1,263.49","8,994.24"
34750,NORTH CAROLINA,RANDOLPH,"1,396.41","8,994.24"
34760,NORTH CAROLINA,RICHMOND,"1,263.49","8,994.24"
34770,NORTH CAROLINA,ROBESON,"1,274.83","8,994.24"
34780,NORTH CAROLINA,ROCKINGHAM,"1,396.41","8,994.24"
34790,NORTH CAROLINA,ROWAN,"1,396.41","8,994.24"
34800,NORTH CAROLINA,RUTHERFORD,"1,263.49","8,994.24"
34810,NORTH CAROLINA,SAMPSON,"1,263.49","8,994.24"
34820,NORTH CAROLINA,SCOTLAND,"1,263.49","8,994.24"
34830,NORTH CAROLINA,STANLY,"1,263.49","8,994.24"
34840,NORTH CAROLINA,STOKES,"1,396.41","8,994.24"
34850,NORTH CAROLINA,SURRY,"1,263.49","8,994.24"
34860,NORTH CAROLINA,SWAIN,"1,349.92","8,994.24"
34870,NORTH CAROLINA,TRANSYLVANIA,"1,263.49","8,994.24"
34880,NORTH CAROLINA,TYRRELL,"1,219.97","8,994.24"
34890,NORTH CAROLINA,UNION,"1,396.41","8,994.24"
34900,NORTH CAROLINA,VANCE,"1,263.49","8,994.24"
34910,NORTH CAROLINA,WAKE,"1,396.41","8,994.24"
34920,NORTH CAROLINA,WARREN,"1,263.49","8,994.24"
34930,NORTH CAROLINA,WASHINGTON,"1,324.34","8,994.24"
34940,NORTH CAROLINA,WATAUGA,"1,263.49","8,994.24"
34950,NORTH CAROLINA,WAYNE,"1,263.49","8,994.24"
34960,NORTH CAROLINA,WILKES,"1,263.49","8,994.24"
34970,NORTH CAROLINA,WILSON,"1,263.49","8,994.24"
34980,NORTH CAROLINA,YADKIN,"1,265.54","8,994.24"
34981,NORTH CAROLINA,YANCEY,"1,263.49","8,994.24"
35000,NORTH DAKOTA,ADAMS,"1,414.40","8,569.66"
35010,NORTH DAKOTA,BARNES,"1,263.49","8,569.66"
35020,NORTH DAKOTA,BENSON,"1,302.94","8,569.66"
35030,NORTH DAKOTA,BILLINGS,"1,327.26","8,569.66"
35040,NORTH DAKOTA,BOTTINEAU,"1,313.98","8,569.66"
35050,NORTH DAKOTA,BOWMAN,"1,775.59","8,569.66"
35060,NORTH DAKOTA,BURKE,"1,367.19","8,569.66"
35070,NORTH DAKOTA,BURLEIGH,"1,263.49","8,569.66"
35080,NORTH DAKOTA,CASS,"1,263.49","8,569.66"
35090,NORTH DAKOTA,CAVALIER,"1,489.88","8,569.66"
35100,NORTH DAKOTA,DICKEY,"1,406.15","8,569.66"
35110,NORTH DAKOTA,DIVIDE,"1,669.35","8,569.66"
35120,NORTH DAKOTA,DUNN,"1,298.61","8,569.66"
35130,NORTH DAKOTA,EDDY,"1,415.93","8,569.66"
35140,NORTH DAKOTA,EMMONS,"1,465.55","8,569.66"
35150,NORTH DAKOTA,FOSTER,"1,445.39","8,569.66"
35160,NORTH DAKOTA,GOLDEN VALLEY,"1,439.05","8,569.66"
35170,NORTH DAKOTA,GRAND FORKS,"1,263.49","8,569.66"
35180,NORTH DAKOTA,GRANT,"1,378.26","8,569.66"
35190,NORTH DAKOTA,GRIGGS,"1,399.08","8,569.66"
35200,NORTH DAKOTA,HETTINGER,"1,358.38","8,569.66"
35210,NORTH DAKOTA,KIDDER,"1,263.49","8,569.66"
35220,NORTH DAKOTA,LAMOURE,"1,323.89","8,569.66"
35230,NORTH DAKOTA,LOGAN,"1,344.35","8,569.66"
35240,NORTH DAKOTA,MCHENRY,"1,263.49","8,569.66"
35250,NORTH DAKOTA,MCINTOSH,"1,550.32","8,569.66"
35260,NORTH DAKOTA,MCKENZIE,"1,487.02","8,569.66"
35270,NORTH DAKOTA,MCLEAN,"1,295.89","8,569.66"
35280,NORTH DAKOTA,MERCER,"1,342.76","8,569.66"
35290,NORTH DAKOTA,MORTON,"1,263.49","8,569.66"
35300,NORTH DAKOTA,MOUNTRAIL,"1,335.20","8,569.66"
35310,NORTH DAKOTA,NELSON,"1,440.54","8,569.66"
35320,NORTH DAKOTA,OLIVER,"1,370.17","8,569.66"
35330,NORTH DAKOTA,PEMBINA,"1,412.92","8,569.66"
35340,NORTH DAKOTA,PIERCE,"1,459.70","8,569.66"
35350,NORTH DAKOTA,RAMSEY,"1,263.49","8,569.66"
35360,NORTH DAKOTA,RANSOM,"1,295.69","8,569.66"
35370,NORTH DAKOTA,RENVILLE,"1,263.49","8,569.66"
35380,NORTH DAKOTA,RICHLAND,"1,263.49","8,569.66"
35390,NORTH DAKOTA,ROLETTE,"1,475.62","8,569.66"
35400,NORTH DAKOTA,SARGENT,"1,342.32","8,569.66"
35410,NORTH DAKOTA,SHERIDAN,"1,283.17","8,569.66"
35420,NORTH DAKOTA,SIOUX,"1,434.91","8,569.66"
35430,NORTH DAKOTA,SLOPE,"1,412.04","8,569.66"
35440,NORTH DAKOTA,STARK,"1,263.49","8,569.66"
35450,NORTH DAKOTA,STEELE,"1,387.40","8,569.66"
35460,NORTH DAKOTA,STUTSMAN,"1,263.49","8,569.66"
35470,NORTH DAKOTA,TOWNER,"1,572.48","8,569.66"
35480,NORTH DAKOTA,TRAILL,"1,350.84","8,569.66"
35490,NORTH DAKOTA,WALSH,"1,652.43","8,569.66"
35500,NORTH DAKOTA,WARD,"1,263.49","8,569.66"
35510,NORTH DAKOTA,WELLS,"1,392.21","8,569.66"
35520,NORTH DAKOTA,WILLIAMS,"1,267.15","8,569.66"
36000,OHIO,ADAMS,"1,263.49","9,633.33"
36010,OHIO,ALLEN,"1,273.76","9,633.33"
36020,OHIO,ASHLAND,"1,263.49","9,633.33"
36030,OHIO,ASHTABULA,"1,396.41","9,633.33"
36040,OHIO,ATHENS,"1,318.55","9,633.33"
36050,OHIO,AUGLAIZE,"1,313.28","9,633.33"
36060,OHIO,BELMONT,"1,595.28","9,633.33"
36070,OHIO,BROWN,"1,396.41","9,633.33"
36080,OHIO,BUTLER,"1,396.41","9,633.33"
36090,OHIO,CARROLL,"1,396.41","9,633.33"
36100,OHIO,CHAMPAIGN,"1,263.49","9,633.33"
36110,OHIO,CLARK,"1,396.41","9,633.33"
36120,OHIO,CLERMONT,"1,396.41","9,633.33"
36130,OHIO,CLINTON,"1,368.47","9,633.33"
36140,OHIO,COLUMBIANA,"1,396.41","9,633.33"
36150,OHIO,COSHOCTON,"1,314.57","9,633.33"
36160,OHIO,CRAWFORD,"1,292.78","9,633.33"
36170,OHIO,CUYAHOGA,"1,396.41","9,633.33"
36190,OHIO,DARKE,"1,263.49","9,633.33"
36200,OHIO,DEFIANCE,"1,219.80","9,633.33"
36210,OHIO,DELAWARE,"1,396.41","9,633.33"
36220,OHIO,ERIE,"1,263.49","9,633.33"
36230,OHIO,FAIRFIELD,"1,396.41","9,633.33"
36240,OHIO,FAYETTE,"1,276.81","9,633.33"
36250,OHIO,FRANKLIN,"1,396.41","9,633.33"
36260,OHIO,FULTON,"1,396.41","9,633.33"
36270,OHIO,GALLIA,"1,263.49","9,633.33"
36280,OHIO,GEAUGA,"1,396.41","9,633.33"
36290,OHIO,GREENE,"1,396.41","9,633.33"
36300,OHIO,GUERNSEY,"1,263.49","9,633.33"
36310,OHIO,HAMILTON,"1,396.41","9,633.33"
36330,OHIO,HANCOCK,"1,263.49","9,633.33"
36340,OHIO,HARDIN,"1,354.33","9,633.33"
36350,OHIO,HARRISON,"1,341.56","9,633.33"
36360,OHIO,HENRY,"1,201.24","9,633.33"
36370,OHIO,HIGHLAND,"1,228.66","9,633.33"
36380,OHIO,HOCKING,"1,272.06","9,633.33"
36390,OHIO,HOLMES,"1,263.49","9,633.33"
36400,OHIO,HURON,"1,263.49","9,633.33"
36410,OHIO,JACKSON,"1,230.68","9,633.33"
36420,OHIO,JEFFERSON,"1,434.84","9,633.33"
36430,OHIO,KNOX,"1,261.58","9,633.33"
36440,OHIO,LAKE,"1,396.41","9,633.33"
36450,OHIO,LAWRENCE,"1,396.41","9,633.33"
36460,OHIO,LICKING,"1,396.41","9,633.33"
36470,OHIO,LOGAN,"1,367.90","9,633.33"
36480,OHIO,LORAIN,"1,396.41","9,633.33"
36490,OHIO,LUCAS,"1,396.41","9,633.33"
36500,OHIO,MADISON,"1,396.41","9,633.33"
36510,OHIO,MAHONING,"1,396.41","9,633.33"
36520,OHIO,MARION,"1,677.52","9,633.33"
36530,OHIO,MEDINA,"1,396.41","9,633.33"
36540,OHIO,MEIGS,"1,215.49","9,633.33"
36550,OHIO,MERCER,"1,284.55","9,633.33"
36560,OHIO,MIAMI,"1,396.41","9,633.33"
36570,OHIO,MONROE,"1,263.49","9,633.33"
36580,OHIO,MONTGOMERY,"1,396.41","9,633.33"
36590,OHIO,MORGAN,"1,263.49","9,633.33"
36600,OHIO,MORROW,"1,396.41","9,633.33"
36610,OHIO,MUSKINGUM,"1,263.49","9,633.33"
36620,OHIO,NOBLE,"1,263.49","9,633.33"
36630,OHIO,OTTAWA,"1,396.41","9,633.33"
36640,OHIO,PAULDING,"1,305.21","9,633.33"
36650,OHIO,PERRY,"1,263.49","9,633.33"
36660,OHIO,PICKAWAY,"1,396.41","9,633.33"
36670,OHIO,PIKE,"1,265.90","9,633.33"
36680,OHIO,PORTAGE,"1,396.41","9,633.33"
36690,OHIO,PREBLE,"1,396.41","9,633.33"
36700,OHIO,PUTNAM,"1,272.99","9,633.33"
36710,OHIO,RICHLAND,"1,263.49","9,633.33"
36720,OHIO,ROSS,"1,263.25","9,633.33"
36730,OHIO,SANDUSKY,"1,263.49","9,633.33"
36740,OHIO,SCIOTO,"1,396.74","9,633.33"
36750,OHIO,SENECA,"1,263.49","9,633.33"
36760,OHIO,SHELBY,"1,263.49","9,633.33"
36770,OHIO,STARK,"1,396.41","9,633.33"
36780,OHIO,SUMMIT,"1,396.41","9,633.33"
36790,OHIO,TRUMBULL,"1,396.41","9,633.33"
36800,OHIO,TUSCARAWAS,"1,263.49","9,633.33"
36810,OHIO,UNION,"1,396.41","9,633.33"
36820,OHIO,VAN WERT,"1,263.49","9,633.33"
36830,OHIO,VINTON,"1,246.82","9,633.33"
36840,OHIO,WARREN,"1,396.41","9,633.33"
36850,OHIO,WASHINGTON,"1,263.49","9,633.33"
36860,OHIO,WAYNE,"1,263.49","9,633.33"
36870,OHIO,WILLIAMS,"1,263.49","9,633.33"
36880,OHIO,WOOD,"1,396.41","9,633.33"
36890,OHIO,WYANDOT,"1,263.49","9,633.33"
37000,OKLAHOMA,ADAIR,"1,243.26","9,657.31"
37010,OKLAHOMA,ALFALFA,"1,377.62","9,657.31"
37020,OKLAHOMA,ATOKA,"1,531.91","9,657.31"
37030,OKLAHOMA,BEAVER,"1,420.19","9,657.31"
37040,OKLAHOMA,BECKHAM,"1,323.62","9,657.31"
37050,OKLAHOMA,BLAINE,"1,367.87","9,657.31"
37060,OKLAHOMA,BRYAN,"1,492.54","9,657.31"
37070,OKLAHOMA,CADDO,"1,626.54","9,657.31"
37080,OKLAHOMA,CANADIAN,"1,410.10","9,657.31"
37090,OKLAHOMA,CARTER,"1,330.76","9,657.31"
37100,OKLAHOMA,CHEROKEE,"1,305.05","9,657.31"
37110,OKLAHOMA,CHOCTAW,"1,659.04","9,657.31"
37120,OKLAHOMA,CIMARRON,"1,769.89","9,657.31"
37130,OKLAHOMA,CLEVELAND,"1,396.41","9,657.31"
37140,OKLAHOMA,COAL,"1,448.14","9,657.31"
37150,OKLAHOMA,COMANCHE,"1,263.49","9,657.31"
37160,OKLAHOMA,COTTON,"1,432.27","9,657.31"
37170,OKLAHOMA,CRAIG,"1,263.49","9,657.31"
37180,OKLAHOMA,CREEK,"1,271.80","9,657.31"
37190,OKLAHOMA,CUSTER,"1,426.91","9,657.31"
37200,OKLAHOMA,DELAWARE,"1,254.45","9,657.31"
37210,OKLAHOMA,DEWEY,"1,479.81","9,657.31"
37220,OKLAHOMA,ELLIS,"1,435.84","9,657.31"
37230,OKLAHOMA,GARFIELD,"1,263.49","9,657.31"
37240,OKLAHOMA,GARVIN,"1,404.06","9,657.31"
37250,OKLAHOMA,GRADY,"1,380.44","9,657.31"
37260,OKLAHOMA,GRANT,"1,379.13","9,657.31"
37270,OKLAHOMA,GREER,"1,923.99","9,657.31"
37280,OKLAHOMA,HARMON,"1,599.86","9,657.31"
37290,OKLAHOMA,HARPER,"1,365.96","9,657.31"
37300,OKLAHOMA,HASKELL,"1,365.91","9,657.31"
37310,OKLAHOMA,HUGHES,"1,429.72","9,657.31"
37320,OKLAHOMA,JACKSON,"1,504.74","9,657.31"
37330,OKLAHOMA,JEFFERSON,"1,412.14","9,657.31"
37340,OKLAHOMA,JOHNSTON,"1,524.46","9,657.31"
37350,OKLAHOMA,KAY,"1,322.03","9,657.31"
37360,OKLAHOMA,KINGFISHER,"1,361.92","9,657.31"
37370,OKLAHOMA,KIOWA,"1,363.03","9,657.31"
37380,OKLAHOMA,LATIMER,"1,536.07","9,657.31"
37390,OKLAHOMA,LE FLORE,"1,396.41","9,657.31"
37400,OKLAHOMA,LINCOLN,"1,390.87","9,657.31"
37410,OKLAHOMA,LOGAN,"1,341.66","9,657.31"
37420,OKLAHOMA,LOVE,"1,540.06","9,657.31"
37430,OKLAHOMA,MCCLAIN,"1,337.13","9,657.31"
37440,OKLAHOMA,MCCURTAIN,"1,504.17","9,657.31"
37450,OKLAHOMA,MCINTOSH,"1,401.67","9,657.31"
37460,OKLAHOMA,MAJOR,"1,359.49","9,657.31"
37470,OKLAHOMA,MARSHALL,"1,409.04","9,657.31"
37480,OKLAHOMA,MAYES,"1,281.25","9,657.31"
37490,OKLAHOMA,MURRAY,"1,413.84","9,657.31"
37500,OKLAHOMA,MUSKOGEE,"1,327.65","9,657.31"
37510,OKLAHOMA,NOBLE,"1,282.03","9,657.31"
37520,OKLAHOMA,NOWATA,"1,263.05","9,657.31"
37530,OKLAHOMA,OKFUSKEE,"1,342.11","9,657.31"
37540,OKLAHOMA,OKLAHOMA,"1,419.21","9,657.31"
37550,OKLAHOMA,OKMULGEE,"1,396.41","9,657.31"
37560,OKLAHOMA,OSAGE,"1,495.75","9,657.31"
37570,OKLAHOMA,OTTAWA,"1,396.41","9,657.31"
37580,OKLAHOMA,PAWNEE,"1,383.31","9,657.31"
37590,OKLAHOMA,PAYNE,"1,257.50","9,657.31"
37600,OKLAHOMA,PITTSBURG,"1,284.40","9,657.31"
37610,OKLAHOMA,PONTOTOC,"1,318.09","9,657.31"
37620,OKLAHOMA,POTTAWATOMIE,"1,396.41","9,657.31"
37630,OKLAHOMA,PUSHMATAHA,"1,547.80","9,657.31"
37640,OKLAHOMA,ROGER MILLS,"1,596.56","9,657.31"
37650,OKLAHOMA,ROGERS,"1,396.41","9,657.31"
37660,OKLAHOMA,SEMINOLE,"1,333.86","9,657.31"
